"artists"                                                                          ,"explicit","genre"                               ,"lyric"                                                                                                                                     ,"musixmatch_rating","rank","title"
"J BALVIN"                                                                         ,0.0       ,""                                    ,"Le gusta salir y amanecer
Beber y enloquecerse
Y cuando el día termine
No sé si la vuelvo a ver

Y yo que no traje bloqueador pa' tanto calor que quema

Y ese cuerpito que tú tiene', el traje 'e baño chiquitito te queda
Esa blanquita coge sol y de una ya se pone morena
Un trago en mano, bien borracha, todos saben que su vida es extrema
Dice que no, pero sé que mi flow le corre por las vena'

Y ese cuerpito que tú tiene', el traje 'e baño chiquitito te queda
Esa blanquita coge sol y de una ya se pone morena
Un trago en mano, bien borracha, todos saben que su vida es extrema
Dice que no, pero sé que mi flow le corre por las vena'

Let go
Mami, sacúdete la arena
...


 "                                                                         ,79.0               ,39    ,"AZUL"
"OZUNA, J BALVIN & CHENCHO CORLEONE"                                               ,0.0       ,""                                    ,"Woh-oh
Yah
El negrito ojo' claro'

Llevo tiempo diciéndoselo (oh, oh, oh)
Que algo mejor se merece (se merece)
Perdiendo su tiempo sigue
Sabiendo que no me pertenece (pertenece)

Y desde que la conocí
Se va con su amiga pa' la disco
Pero cuando le sube la nota, siempre vuelve a mí
Me dice: ""vida mía
Yo sé quе tengo que dejar quе tú hagas tus locuras""

Tú mi locura, baby (baby)
Pasan las horas y más me pide más (me pide más)
No se cansa, parece no tener final
Lo nuestro es una locura (locura)

Tú mi locura, baby (baby)
Pasan las horas y más me pide más (más)
No se cansa, parece no tener final (ah-ah)
Lo nuestro es una locura

Una locura (una locura)
Me encanta cuando lo hacemo' en la Acura (en la Acura)
Ante' de llegar con la foto me tortura' (me tortura')
Se vuelve loca si le aprieto la cintura (eh-eh)
Y ella e' mi baby (baby)

Se pasa to'a la noche apretadita conmigo (conmigo)
Nadie sospecha porque ni por las rede' la sigo (la sigo)
Solo somo' amigo' (oh-oh)
...


 "                                                                                    ,79.0               ,40    ,"UNA LOCURA"
"LOS DOS CARNALES"                                                                 ,0.0       ,""                                    ,"Tú que sabes de pobreza si has vivido entre riqueza
Muchas veces la cabeza en nada ayuda aunque le piensas
Yo estresaba mi guitarra, exigiéndole grandeza
Las ofensas son la fuerza que alimento mi tristeza

No me gusta ser corriente y no me tumba cualquier cosa
Los billetes van y vienen la vida es muy ventajosa
...


 "                                                                                      ,72.0               ,41    ,"VIDA VENTAJOSA"
"ANUEL AA"                                                                         ,1.0       ,""                                    ,"Al reggaetón le ha sido fiel (reggaetón)
Nunca se ha vira'o (nunca)
El party será otro nivel
Calla'o, con las amiga' a fumar (a fumar)
E' una nena mala y le gustan problemático' (problemático')
Es fanática 'el perreo y se sabe to' los clásico' (to' los clásico')

Ella es reggaetonera hasta la tumba (oh, oh)
Lo' fin de semana solo quiere vacilar (oh, oh)
Es loca con que el DJ le zumbe (DJ le zumbe)
To'as las cancione' que la ponen a bailar

Ella es reggaetonera hasta la tumba (hasta la tumba)
Lo' fin de semana solo quiere vacilar (solo quiere vacilar)
Se suelta cuando el DJ le zumba (Uah)
Lo' reggaetone' que la ponen a perrear

Estaba en to' los partie' sin ID (sin ID)
Fumando marihuana (marihuana)
Siempre está pa'l dos pa' dos con la hermana
Vive la vida como si no hay un mañana

Y siempre dice que se va a morir perreando
Sabe que está dura sin tener que estar forzando
Su' enemiga' viven diviendo bando' (bando')
Quiere ser millo' y se muere intentando (yeah, yeah)

Y de lune' a jueve' en la Uni (uah)
Y de vierne' a domingo en la disco (en la disco)
No tiene novio, ella se vive la movie (oh, oh)
Y jangueando con cantante' la han visto (la han visto, uah, brr)
...


 "                                                                        ,22.0               ,42    ,"REGGAETONERA"
"JERRY DI"                                                                         ,1.0       ,""                                    ,"Baby
Jerry-Jerry
Mmm
(Ah; hol' up, ah)

El tiempo contigo me pasa corriendo, oh
Hacemos el amor todo el fin de de semana
Y siempre me quedo con gana'
Supongamo' que
No hay nadie más que toque tu piel (Uh)
Que no existe él

Imagínate en mi cuarto comiéndote a beso' (Yeah)
Como en los viejo' tiempo', qué rico sería eso (Uh; uh-no)
Imagínate en mi cuarto comiéndote a beso' (Ah; ah)
Como en los viejo' tiempo', qué rico sería eso, baby (Na-na-na), eh

No' peleamo' y arreglamo' (Arreglamo')
En eso siempre estamo' (Estamo')
Desde que no' conocemo' (Uh-uh-uh-uh)
Pero siempre lo hacemo' bueno
Si tú quiere', no' grabamo' (-bamo')
Y despué' lo posteamo' (No, no)
...


 "                                                                         ,76.0               ,43    ,"MI CUARTO"
"LUNAY"                                                                            ,1.0       ,""                                    ,"Oh-ah-eh
Oh-ah-eh-oh
Oh-ah-eh-oh
Lu-lu

Ven, hagamos un trato (hagamo' un trato)
Quiero tener
Un amor sin contrato

Yo no quiero una relación (no-oh)
Solo quiero tener relacione' (Lu-Lunay)
Baby, a mí no me hables de amor
Conócete mis intencione' (yeah!)

Yo no quiero una relación
Solo quiero tener relacione' (tener relacione')
Baby, a mí no me hables de amor (no, no)
Conoce' bien mis intencione' (lu-lu)

Tú sabe' bien
Que no quiero nada serio (nada serio)
Que yo te hablé claro
Te dije que yo estaba a criterio (¡no!)

Y ahora con tu piquete abusas (eh-eh)
Los pantie' del color de la blusa
Me tiene' dando vuelta', flow ruleta rusa
Cuando tú quieras me usas, pero no se vale amar (no, no)

...


 "                                                                                    ,21.0               ,44    ,"RELACIONES"
"AYA NAKAMURA FEATURING MALUMA"                                                    ,1.0       ,"World / France"                      ,"Maluma, baby
Aya Nakamura, oh yeah
Wuh

Bebecita, ¿qué pasó? (¿qué pasó?)
¿Qué son tus gana' de pelear? (yeah-eh)
Ya que me empiezo a enamorar (yeah-eh-eh)
Y tú ya quieres terminar

Mais comment ça, le monde est tit-pe? (eh)
Tu croyais quoi, qu'on se verrait plus jamais? (eh)
J'pourrais t'afficher mais c'est pas mon délire
D'après les rumeurs, tu m'as eu dans ton lit (Maluma, baby)

Oh, Djadja (Djadja, ¡uah!)
Tú solita te matas (oh, Djadja)
Pensando que tengo gatas de más
Y que me la paso de fiesta

Oh, Djadja (oh, Djadja)
Y'a pas moyen Djadja (Y a pas moyen Djadja)
J'suis pas ta catin Djadja
Genre, en catchana baby, tu dead ça (oh-yeah)

Bájale, bebé, esto no lleva a nada
Esto de pelear no me gusta nada (yeh)
...


 "                                                                                 ,25.0               ,45    ,"DJADJA (REMIX)"
"GRUPO FIRME FEATURING LOS CONTACTO"                                               ,1.0       ,""                                    ,"Y yo aguanto todo (Ay no mas)
Así le dije a mi amá cuando miró
Arriba californía a la verga

Y yo aguanto todo
Así le dije a mi amá
Cuando miró que ya dejaba de ser morro

Cuando en bolitas en la esquina por las noche
Me juntaba con los cholos
Y que en los carros me miraban muy de prisa
En las noches o sea de día, quería andar con esos locos

La finiquera
Tierra caliente con las leyes
Con los dedos y con la gente ratera
Me crié en un barrio allá por el lado muerto
Donde formamos los cremas
Ese es mi equipo, es mi camisa, esa es mi casa
...


 "                                                                                     ,20.0               ,46    ,"EL ROTO"
"ANUEL AA & ENRIQUE IGLESIAS"                                                      ,""        ,""                                    ,""                                                                                                                                          ,""                 ,47    ,"FUTBOL & RUMBA"
"ESLABON ARMADO"                                                                   ,0.0       ,""                                    ,"Dame tu calor
No sé qué yo haré sin ti, mi amor
Tú eres mi otra mitad, corazón
Eres mi todo

Tú presencia me mata
Vente porque quiero estar solo
Juntos tú y yo
Los dos somos perfección, sin ti me muero

...


 "                                                                                                   ,35.0               ,48    ,"DAME TU CALOR"
"ANUEL AA"                                                                         ,1.0       ,""                                    ,"Real Hasta La Muerte, ¿oíste, cabrón?
Mera, Jeday, bájame el volumen que me escucho ahí fusiona'o (Brr)

Andamo' fuga'o
Y estos cabrone' a mí no me van a coger (no me van a coger)
Capsuleando en el V8 arrebata'o
De pasajero tengo el M16 (brr, brr)

En el cacerío endemonia'o (endemonia'o)
Y el que me fantasmee, se la' va a coger (se la' va a coger)
Socio, pa' la discoteca entramo' arma'o (entramo' arma'o)
Con extensione' como si fuese mujer

Todo el mundo haciendo el baile del dinero (yeh, yeh)
Los maleante', las mujere' y las cuero' (yeh)
Que alce la mano to' el que esté haciendo dinero (esté haciendo dinero)
Ahora estamo' arriba, ya no estamo' en cero

Lambebicho', ¿quién puñeta' eres tú? (brr)
Yo tengo una .45 full pa' tu actitud
Rascabicho', no te atreva' a pisarme las Gamma Blue (Gamma Blue)
Aquí se fuma krippy, patea' como Kung Fu (brr)

Tu jeva quiere que la azote (azote)
Cabrón, y así tú quiere' ser bichote (bichote; uy)
Tú lo que ere' e' un soplapote'
Y Shaquille a Rodman le quitó un rebote, brr

Hasta el respeto de mis enemigo' yo me lo he gana'o
Yo me jodí por lo mío, lo tuyo fue regala'o
A mí me hizo la calle, a ti te hizo tu disquera (uy)
...


 "                                                                     ,49.0               ,49    ,"NARCOS"
"MALUMA & MYKE TOWERS"                                                             ,0.0       ,""                                    ,"Rudeboyz
Wuh

Linda, qué bien te ves
Según la' rede' me olvidaste
Pero ese cuento, ¿quién te lo cree? (¿quién te lo cree?)
Solo mi número borraste

¿Pa' qué me quiere' mentir?
Yo tampoco te he olvidado
Desde aquella noche que te fuiste a Madrid
Hasta mi vieja te extraña

¿Y tú no ve' que yo me muero por ti?
Por aquí todo ha cambiado
Excepto el amor que yo sentía por ti
Ese culito me extraña (tú sabe'; ja, ja, yo')

Vuelve otra ve', aunque sea una ve', loco me trae'
Parce, me tienes mal de la cabeza
¿Hace cuánto tiempo no me besas? (tú sabe')
Qué chimba sería si tú regresas (sí)

Vuelve otra ve', aunque sea una ve', loco me trae
Parce, me tienes mal de la cabeza (got me crazy, baby)
¿Hace cuánto tiempo no me besas?
Yo sigo esperándote, bebé
...


 "                                                                                    ,30.0               ,50    ,"MADRID"
"EL FANTASMA"                                                                      ,0.0       ,""                                    ,"Palabra de hombre
Que esta vez, voy aguantar
Lo que tenga que pasar
Y me hará bien la soledad

Voy a dar vuelta a la hoja
Sacaré lo que me estorba
De mi mente las historias
Hoy sus besos se me borran
Y sus ojos no verán
Ni una lágrima rodar

Aquí nadie va a llorar
Tengo prohibido
Recordarla una vez más
No le importa mi cariño
...


 "                                                                                                                  ,67.0               ,1     ,"PALABRA DE HOMBRE"
"CHRISTIAN NODAL"                                                                  ,0.0       ,""                                    ,"Con el alma bien dolida
Así comenzó mi vida
Me tomé unas cervecitas pa' no sentir dolor
Y aguantar la calor

Le llamé a todos mis compas
Conseguimos una troca
Levantamos unas morras
Y ya se armó el fiestón
Y ya me siento mejor

Y me di cuenta que no te quería tanto como pensaba yo
...


 "                                                                                       ,27.0               ,2     ,"SE ME OLVIDÓ"
